IDMESA,CodiMesa,MesaTancada,COMARCA,VNULS,VBLANCS,VERC,VJXC,VCUP,VPSC,VCS,VPPC,VCOM,VPACMA,VDIALEG,VPUMJUST,VRECORTES,VFAMILIA,VDN,VPFIV,VCONVER,VUNIDOS,VCILUS,CENS,ACTA
1693,4303601001B,1,ALT CAMP,4,1,76,67,14,31,80,8,12,5,,,,,,,,,,401,https://cataloniavotes.today/img/1693/f91ba2bd-865b-4fd0-a375-f5b4385866fb.jpg
1694,4305901001U,1,ALT CAMP,1,,75,101,15,13,13,3,2,,,,,,,,,,,247,https://cataloniavotes.today/img/1694/1592ccb6-7d05-400c-8563-62ec36214516.jpg
1695,4306601001U,1,ALT CAMP,,3,47,45,8,10,13,1,11,,,,1,,,,,,,158,https://cataloniavotes.today/img/1695/ed0fdf1b-b098-423b-afaa-fe3f0cb6a0e7.jpg
1696,4308001001U,1,ALT CAMP,,1,60,75,19,8,39,1,5,,,,,,,,,,,229,https://cataloniavotes.today/img/1696/8b0e9061-2fe8-496d-8f1f-a707697f1009.jpg
1697,4308301001U,1,ALT CAMP,,,26,48,1,4,29,19,9,,,,,,,,,,,144,https://cataloniavotes.today/img/1697/449fa114-a772-457e-9cac-2c66481b2758.jpg
1698,4309101001U,1,ALT CAMP,,1,37,24,18,6,5,3,8,2,,,,,,,,,,132,https://cataloniavotes.today/img/1698/b1e35752-6fa8-4c5a-a489-b1199d339408.jpg
1699,4308901001U,1,ALT CAMP,1,,47,48,15,30,56,5,19,4,,,,,,,,,,290,https://cataloniavotes.today/img/1699/91bfec79-2510-4639-a4ed-d2d31d718458.jpg
1700,4309801001U,1,ALT CAMP,3,2,52,140,23,13,48,6,12,3,,,,,,,,,,345,https://cataloniavotes.today/img/1700/6f3cc2b9-a900-4130-846a-57a1dc60a4af.jpg
1701,4310801001A,0,ALT CAMP,6,2,145,215,24,27,90,11,17,2,,,,,,,,,,621,https://cataloniavotes.today/img/1701/9e7adc1e-8184-41ce-bbb0-fb7bf95d6876.jpg
1702,4310801001B,1,ALT CAMP,2,2,87,140,21,36,115,10,19,4,,,,,,,,,,524,https://cataloniavotes.today/img/1702/0d136a6e-d37f-4952-b823-f7a2a3cd18f0.jpg
1703,4310801001C,1,ALT CAMP,5,1,125,181,30,29,98,22,25,7,,,,,,,,,,625,https://cataloniavotes.today/img/1703/fe8c074a-4f17-4486-9470-f84db3662b8a.jpg
1704,4311301001U,1,ALT CAMP,3,2,78,135,15,21,58,8,12,1,,,,,,,,,,396,https://cataloniavotes.today/img/1704/04a97aae-5c73-4a83-8e7b-5d592ed80871.jpg
1705,4311901001U,0,ALT CAMP,1,1,165,185,35,65,174,22,26,13,,,1,,,,,,,831,https://cataloniavotes.today/img/1705/161d493e-19e7-4701-a293-0fac01811fba.jpg
1706,4312001001U,1,ALT CAMP,8,,63,63,16,45,96,15,22,1,,,1,,,,,,,429,https://cataloniavotes.today/img/1706/9a91870c-d3fa-4eb9-88df-87dcd0c3817d.jpg
1707,4312401001U,0,ALT CAMP,,,,,,,,,,,,,,,,,,,,471,
1708,4313201001U,1,ALT CAMP,2,2,87,118,14,24,38,4,19,4,,,,,,,,,,373,https://cataloniavotes.today/img/1708/b477a127-a0b2-4ce2-9d63-af4d9cd38955.jpg
1709,4313401001U,0,ALT CAMP,,,,,,,,,,,,,,,,,,,,270,https://cataloniavotes.today/img/1709/c626608a-c60c-4ab1-a491-1615e5e441eb.jpg
1710,4316001001A,1,ALT CAMP,8,4,154,117,21,73,148,13,17,7,,,,,,,,,,644,https://cataloniavotes.today/img/1710/627716d1-a938-4a7b-aa8d-e9732a3bb9b1.jpg
1711,4316001001B,0,ALT CAMP,5,3,117,124,25,68,140,23,,,,,,,,,,,,655,https://cataloniavotes.today/img/1711/91a17c5a-a8cc-4953-b01e-ce6227a7347a.jpg
1712,4316101001U,1,ALT CAMP,4,,82,113,41,45,64,15,8,,,,2,,,,,,,374,https://cataloniavotes.today/img/1712/02652d79-9ed1-4501-82a1-81073bcb8c10.jpg
1713,4316102001U,1,ALT CAMP,4,5,71,83,19,48,84,10,15,3,,,2,,,,,,,507,https://cataloniavotes.today/img/1713/25d51264-5888-437e-b48a-9271b020d9e2.jpg
1714,4316103001A,0,ALT CAMP,,,,,,,,,,,,,,,,,,,,572,
1715,4316103001B,1,ALT CAMP,4,2,98,123,50,36,84,36,22,3,,,,,,,,,,685,https://cataloniavotes.today/img/1715/cf2bc33a-e18f-47d0-bd57-3633e490f8ea.jpg
1716,4316104001A,1,ALT CAMP,1,2,102,124,13,35,48,5,16,5,,,,,,,,,,421,https://cataloniavotes.today/img/1716/70a149e8-9cf7-4e98-85a5-d22a95d6b533.jpg
1717,4316104001B,1,ALT CAMP,4,1,102,127,33,34,64,9,24,5,,,,,,,,,,461,https://cataloniavotes.today/img/1717/8e1680ce-cbea-4b14-8a40-23ed3ab5e8a8.jpg
1718,4316104002A,1,ALT CAMP,1,2,60,70,12,40,77,14,17,1,,,2,,,,,,,381,https://cataloniavotes.today/img/1718/8aa7bd23-a566-4a72-9492-621b378d30bc.jpg
1719,4316104002B,1,ALT CAMP,1,1,96,91,14,64,108,21,18,1,,,1,,,,,,,532,https://cataloniavotes.today/img/1719/942aef2b-6488-43c0-bb61-3f7a178025d6.jpg
1720,4316104002C,1,ALT CAMP,1,3,99,118,20,19,29,5,8,3,,,,,,,,,,343,https://cataloniavotes.today/img/1720/1430cc26-909d-461b-aa67-ae1e9e75c99e.jpg
1721,4316104003A,1,ALT CAMP,1,1,125,125,23,61,109,14,35,3,,,1,,,,,,,634,https://cataloniavotes.today/img/1721/8a668fb3-ca40-4647-9a3d-318a01f58c51.jpg
1722,4316104003B,0,ALT CAMP,3,1,129,103,31,50,113,16,24,4,,,1,,,,,,,591,https://cataloniavotes.today/img/1722/42a34422-e0b3-49c2-961a-ccb08b64fb30.jpg
1723,4316105001A,1,ALT CAMP,3,1,124,189,31,26,84,12,14,1,,,2,,,,,,,606,https://cataloniavotes.today/img/1723/ada89acd-d330-4e1d-ae32-c8710ae1cdcc.jpg
1724,4316105001B,1,ALT CAMP,3,,154,190,32,55,88,21,12,3,,,1,,,,,,,684,https://cataloniavotes.today/img/1724/1b5148d2-5c19-4537-b2f1-94d5ede4692e.jpg
1725,4316105002A,1,ALT CAMP,,1,134,164,30,32,60,14,18,5,,,,,,,,,,544,https://cataloniavotes.today/img/1725/2baefe6a-71a4-4345-92f0-54ef86c90047.jpg
1726,4316105002B,1,ALT CAMP,4,1,112,149,26,52,84,27,20,6,,,,,,,,,,588,https://cataloniavotes.today/img/1726/2fffa9df-cf80-4060-8122-39c40a01a722.jpg
1727,4316105002C,1,ALT CAMP,1,,143,187,41,35,84,21,23,2,,,,,,,,,,651,https://cataloniavotes.today/img/1727/15a4f427-34c7-437b-b831-47d2c4c0d183.jpg
1728,4316105003A,1,ALT CAMP,2,2,65,54,9,61,104,22,21,2,,,,,,,,,,342,https://cataloniavotes.today/img/1728/629ad97b-3fe9-421a-9b66-7ef963f88780.jpg
1729,4316105003B,1,ALT CAMP,1,2,69,52,15,67,106,13,16,1,,,1,,,,,,,343,https://cataloniavotes.today/img/1729/58636745-ba6b-4154-949d-bdcd7242f569.jpg
1730,4316106001A,1,ALT CAMP,,1,114,130,28,53,95,19,12,1,,,,,,,,,,538,https://cataloniavotes.today/img/1730/b4000ef8-0c4f-40b3-a45d-ead28444ace0.jpg
1731,4316106001B,1,ALT CAMP,,,90,117,23,56,102,18,16,2,,,2,,,,,,,548,https://cataloniavotes.today/img/1731/8562ea87-f023-46d6-9bd2-926cfde733c8.jpg
1732,4316106001C,0,ALT CAMP,1,1,115,128,27,43,111,13,14,4,,,,,,,,,,547,
1733,4316106002A,1,ALT CAMP,,1,118,197,26,37,70,9,11,3,,,,,,,,,,558,https://cataloniavotes.today/imgs/1733/0e632d5f-0dd5-47e3-a584-f77719de0fcb.jpg
1734,4316106002B,0,ALT CAMP,,,,,,,,,,,,,,,,,,,,541,
1735,4316106002C,1,ALT CAMP,1,2,126,167,18,40,80,14,20,1,,,,,,,,,,562,https://cataloniavotes.today/imgs/1735/bfd2b69d-da1e-4a8f-b1e9-a5a7bcd6a404.jpg
1736,4316106003A,1,ALT CAMP,1,2,132,183,33,41,92,10,24,3,,,,,,,,,,611,https://cataloniavotes.today/imgs/1736/f32733e3-bcd5-417e-b3eb-83088c7af26a.jpg
1737,4316106003B,1,ALT CAMP,2,3,135,186,23,45,97,21,17,3,,,,,,,,,,618,https://cataloniavotes.today/imgs/1737/b9adc328-bd70-45f3-9000-08d9a3c3e4bd.jpg
1738,4316106004A,0,ALT CAMP,1,2,58,110,14,34,43,18,17,3,,,2,,,,,,,399,https://cataloniavotes.today/img/1738/2b330031-5ff6-44a1-811a-f3fb2eb3270a.jpg
1739,4316106004B,1,ALT CAMP,2,3,69,106,9,21,46,15,13,,,,,,,,,,,381,https://cataloniavotes.today/img/1739/8bc023c8-89d9-413f-bc0c-22164053fc6f.jpg
1740,4316106005A,1,ALT CAMP,2,,137,130,15,59,144,17,19,8,,,,,,,,,,617,https://cataloniavotes.today/img/1740/2d608717-0381-4c9a-8b88-1c2a4679be7a.jpg
1741,4316106005B,1,ALT CAMP,,3,134,136,23,71,143,23,33,8,,,,,,,,,,674,https://cataloniavotes.today/img/1741/1f2f8a79-3ca6-417f-8e0c-d895fdd004fe.jpg
1742,4316106006A,1,ALT CAMP,2,2,88,104,24,33,77,12,26,3,,,1,,,,,,,435,https://cataloniavotes.today/img/1742/c3b10e7d-8a19-4b89-88de-75195e14b663.jpg
1743,4316106006B,1,ALT CAMP,2,,99,92,15,62,113,7,12,1,,,,,,,,,,480,https://cataloniavotes.today/img/1743/4eac9fe5-b5c6-4342-a41b-a0ae0a136345.jpg
1744,4317001001A,1,ALT CAMP,1,2,117,143,16,34,50,9,8,2,,1,1,,,,,,,447,https://cataloniavotes.today/img/1744/c2f4a541-4801-40f8-a3b0-98cb7162094a.jpg
1745,4317001001B,1,ALT CAMP,1,1,119,134,22,35,37,4,9,1,,1,1,,,,,,,365,https://cataloniavotes.today/img/1745/3f6cedf7-5db0-4354-bebe-791992190886.jpg
1746,4316501001U,1,ALT CAMP,1,1,145,232,29,25,46,12,18,,,,,,,,,,,556,https://cataloniavotes.today/img/1746/bb7ee29e-c944-4d57-96da-4ab84585cda2.jpg
1747,4300201001A,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,550,
1748,4300201001B,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,422,
1749,4300201001C,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,469,
1750,4300201001D,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,386,
1751,4301601001A,0,BAIX PENEDES,3,2,90,105,23,67,109,21,25,3,,,,,,,,,,547,
1752,4301601001B,0,BAIX PENEDES,3,,51,65,14,89,98,10,17,4,,,,,,,,,,436,
1753,4301601001C,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,539,
1754,4301601002A,1,BAIX PENEDES,3,2,83,87,25,104,127,21,39,7,,,1,,,,,,,594,https://cataloniavotes.today/img/1754/f0266d99-f72b-4387-b133-a8387ca42f6b.jpg
1755,4301601002B,1,BAIX PENEDES,5,2,75,61,36,113,204,21,36,6,,,,,,,,,,680,https://cataloniavotes.today/img/1755/74e1e5e3-bc03-49fb-9082-30c6f279176b.jpg
1756,4301601002C,1,BAIX PENEDES,2,3,72,99,23,119,161,10,39,4,,,,,,,,,,629,https://cataloniavotes.today/img/1756/f295475e-a61e-4020-82c3-bddfbcba415c.jpg
1757,4302001001A,0,BAIX PENEDES,5,3,102,101,21,93,188,8,38,12,,,1,,,,,,,685,https://cataloniavotes.today/img/1757/a0f189c2-0cfb-4ad1-94d4-87f16e2850bf.jpg
1758,4302001001B,0,BAIX PENEDES,,3,84,111,18,99,191,16,41,16,,,,,,,,,,650,https://cataloniavotes.today/img/1758/839382e4-c165-4add-b9a3-f60248ca6fb1.jpg
1759,4302001002A,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,468,https://cataloniavotes.today/img/1759/1299cc14-73fd-4908-abea-10e618e358ad.jpg
1760,4302001002B,1,BAIX PENEDES,2,1,77,67,13,58,118,8,31,5,,,,,,,,,,435,https://cataloniavotes.today/img/1760/038b7c45-91d7-431a-bed2-61e902137236.jpg
1761,4302401001A,1,BAIX PENEDES,1,1,72,53,19,48,119,7,16,7,,,,,,,,,,530,https://cataloniavotes.today/img/1761/fcb11126-630b-4f2e-ba91-21383c2d314a.jpg
1762,4302401001B,1,BAIX PENEDES,6,2,118,115,16,67,156,24,25,3,,2,,,,,,,,616,https://cataloniavotes.today/img/1762/b47822c7-79c1-4c89-ae2c-a323bac208f8.jpg
1763,4302401001C,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,530,
1764,4302801001A,1,BAIX PENEDES,1,4,123,188,36,65,65,17,17,3,,,1,,,,,,,643,https://cataloniavotes.today/img/1764/65d57f63-ebcd-4936-be2d-762399282bf8.jpg
1765,4302801001B,1,BAIX PENEDES,4,1,124,187,51,59,88,14,23,6,,,1,,,,,,,672,https://cataloniavotes.today/img/1765/fcc20b44-2c59-43ef-9e68-fd81ffd4a314.jpg
1766,4302801002A,1,BAIX PENEDES,8,3,75,63,21,70,217,20,38,3,,,2,,,,,,,727,https://cataloniavotes.today/img/1766/5cb3f9c8-e1ad-4cb3-9870-330a9bfbc635.jpg
1767,4302801002B,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,681,
1768,4303001001U,1,BAIX PENEDES,4,3,104,106,23,35,74,6,19,7,,,1,,,,,,,466,https://cataloniavotes.today/imgs/1768/3a206441-951a-4a4e-a49e-bf5730ea0595.jpg
1769,4303701001A,1,BAIX PENEDES,3,3,97,87,13,85,106,15,30,6,,,,,,,,,,557,https://cataloniavotes.today/img/1769/ff2ef846-9748-4648-9fb6-85e02a10a804.jpg
1770,4303701001B,1,BAIX PENEDES,8,2,110,112,16,78,148,25,22,8,,,,,,,,,,634,https://cataloniavotes.today/img/1770/68e29a16-2f88-43c5-a4f7-3e2442081156.jpg
1771,4303701001C,0,BAIX PENEDES,2,5,159,144,13,92,124,17,32,3,,,,,,,,,,707,
1772,4303701002A,1,BAIX PENEDES,1,2,82,56,10,78,139,29,27,7,,,,,,,,,,568,https://cataloniavotes.today/img/1772/3420d22f-96ea-4629-91de-e16370492d8c.jpg
1773,4303701002B,1,BAIX PENEDES,2,1,105,56,15,90,166,29,42,8,,,3,,,,,,,664,https://cataloniavotes.today/img/1773/0c7f9936-ab77-418c-b224-44c3472ce5cc.jpg
1774,4303701002C,1,BAIX PENEDES,5,1,93,91,14,90,165,25,32,7,,,1,,,,,,,672,https://cataloniavotes.today/img/1774/459016a0-89a5-4850-8a6d-ed2bbd6e44c0.jpg
1775,4303701003A,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,691,
1776,4303701003B,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,640,
1777,4303702001A,1,BAIX PENEDES,3,,85,104,20,37,75,17,29,3,,,,,,,,,,499,https://cataloniavotes.today/img/1777/78767a5e-c5a5-4934-aec6-97be64c38ed2.jpg
1778,4303702001B,1,BAIX PENEDES,1,,92,85,23,40,94,16,20,4,,,,,,,,,,503,https://cataloniavotes.today/img/1778/d2383acd-4727-4aad-a6b8-32e4bc57e5f9.jpg
1779,4303702001C,1,BAIX PENEDES,1,4,130,174,34,38,78,13,33,6,,,,,,,,,,639,https://cataloniavotes.today/img/1779/66d0f691-8fe9-4d6c-9d04-d01f76a92459.jpg
1780,4303702002A,0,BAIX PENEDES,2,5,74,62,15,58,140,18,26,1,,,,,,,,,,503,https://cataloniavotes.today/img/1780/9cef1934-2b33-41ea-9aa5-58a1d0ff5398.jpg
1781,4303702002B,1,BAIX PENEDES,10,1,74,69,9,63,145,32,17,2,,,,,,,,,,543,https://cataloniavotes.today/img/1781/9e04ebc2-eebd-4fbc-a9ca-3b218f019843.jpg
1782,4303702002C,1,BAIX PENEDES,4,1,97,54,8,65,149,24,20,2,,,,,,,,,,535,https://cataloniavotes.today/img/1782/a5755c7f-d9d9-484d-8c70-4fa22f757809.jpg
1783,4303702003U,0,BAIX PENEDES,4,1,106,121,24,83,159,27,22,5,,,1,,,,,,,791,
1784,4303703001A,1,BAIX PENEDES,,,48,46,4,69,136,23,33,8,,,2,,,,,,,479,https://cataloniavotes.today/img/1784/d783a8cb-62bf-4ed1-a9a7-8e7067b6f3ee.jpg
1785,4303703001B,0,BAIX PENEDES,6,3,85,49,10,71,161,18,44,9,,,1,,,,,,,618,https://cataloniavotes.today/img/1785/2b223e1c-bab9-44ce-a55e-b45caecefd87.jpg
1786,4303703001C,1,BAIX PENEDES,,2,79,55,13,84,165,27,43,12,,,2,,,,,,,639,https://cataloniavotes.today/img/1786/7ba2425e-b02d-4fff-a8bc-de2e4c712047.jpg
1787,4303703002A,1,BAIX PENEDES,6,1,90,54,16,49,149,27,29,9,,,2,,,,,,,565,https://cataloniavotes.today/img/1787/477c3fd0-8064-448e-8ff8-692d246dd6c8.jpg
1788,4303703002B,0,BAIX PENEDES,7,2,86,46,12,78,160,29,30,3,,,2,,,,,,,597,https://cataloniavotes.today/img/1788/f977a752-fdb2-4622-81e9-89c5257335ab.jpg
1789,4303703002C,0,BAIX PENEDES,5,2,86,57,10,53,182,27,32,9,,,3,,,,,,,646,
1790,4303703003A,1,BAIX PENEDES,3,3,72,49,9,60,132,32,27,3,,,,,,,,,,544,https://cataloniavotes.today/img/1790/aac9a74c-8397-4298-9f95-8a95840c50e9.jpg
1791,4303703003B,0,BAIX PENEDES,3,2,87,44,8,40,145,40,51,3,,,6,,,,,,,627,https://cataloniavotes.today/img/1791/a52f64f2-e475-46fa-afed-d06bdd0bea4f.jpg
1792,4303703003C,1,BAIX PENEDES,2,2,72,56,14,51,139,39,23,8,,,3,,,,,,,567,https://cataloniavotes.today/img/1792/628a338c-2ef6-40cd-a456-55d41180f81d.jpg
1793,4303703004A,0,BAIX PENEDES,11,,64,48,11,55,142,25,21,1,,,2,,,,,,,584,https://cataloniavotes.today/img/1793/aa9345a4-dfc5-4230-ba7a-01c54311d622.jpg
1794,4303703004B,0,BAIX PENEDES,3,4,76,49,9,69,177,30,44,5,,,,,,,,,,694,https://cataloniavotes.today/img/1794/8da338ac-76e6-4e45-bafc-6d6c471e5ba3.jpg
1795,4303703004C,0,BAIX PENEDES,6,,78,61,5,78,174,28,27,8,,,,,,,,,,665,https://cataloniavotes.today/img/1795/c8570de1-005e-452c-84ce-ee279309ee0c.jpg
1796,4303704001U,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,791,
1797,4305101001A,1,BAIX PENEDES,6,,74,36,16,65,154,16,29,1,,,,,,,,,,510,https://cataloniavotes.today/img/1797/e50f8159-f0cf-4407-aac2-1f95bb47a33d.jpg
1798,4305101001B,1,BAIX PENEDES,5,,75,48,12,105,212,20,42,7,,,2,,,,,,,675,https://cataloniavotes.today/img/1798/e1efbc8f-b750-41ea-82a7-d1955a1264e2.jpg
1799,4305101001C,1,BAIX PENEDES,8,1,84,55,10,76,181,30,45,8,,,3,,,,,,,660,https://cataloniavotes.today/img/1799/e860be65-27ec-485d-9f21-4da0b6395c06.jpg
1800,4305101002A,0,BAIX PENEDES,4,1,65,55,11,75,175,19,37,1,,1,1,,,,,,,568,https://cataloniavotes.today/img/1800/742a55e6-718f-459b-870c-f74d33c4ee11.jpg
1801,4305101002B,0,BAIX PENEDES,9,3,61,60,9,72,185,25,33,1,,1,1,,,,,,,593,https://cataloniavotes.today/img/1801/75b9ec00-cba4-44b1-813b-10714bf8a7ac.jpg
1802,4305101002C,0,BAIX PENEDES,9,1,75,46,11,69,169,29,55,1,,1,1,,,,,,,605,https://cataloniavotes.today/img/1802/1cb94634-ee36-42d6-a21a-eaca23f51bb1.jpg
1803,4305101003A,0,BAIX PENEDES,12,3,60,48,15,66,142,24,35,6,,,3,,,,,,,566,https://cataloniavotes.today/img/1803/c0e5acf8-0f69-40ed-9f26-da1235c04e8a.jpg
1804,4305101003B,0,BAIX PENEDES,2,,60,38,8,70,153,28,36,5,,2,,,,,,,,572,https://cataloniavotes.today/img/1804/f95e6940-edb4-44f2-8bda-254c1811a59b.jpg
1805,4305101003C,1,BAIX PENEDES,3,1,83,60,17,78,134,19,34,4,,,2,,,,,,,569,https://cataloniavotes.today/img/1805/83906bf7-6f10-4388-b33b-636add6c7066.jpg
1806,4305101004A,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,754,
1807,4305101004B,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,694,
1808,4305101005A,0,BAIX PENEDES,8,1,96,54,16,103,152,19,37,3,,,3,,,,,,,638,
1809,4305101005B,0,BAIX PENEDES,5,,82,47,13,98,170,19,39,5,,,,,,,,,,643,
1810,4305101005C,0,BAIX PENEDES,4,2,121,50,12,96,169,15,45,5,,,,,,,,,,654,
1811,4307401001A,0,BAIX PENEDES,2,3,114,148,30,34,72,11,22,2,,,,,,,,,,528,https://cataloniavotes.today/img/1811/cc2e297a-32dd-459e-894c-600321bc58c7.jpg
1812,4307401001B,1,BAIX PENEDES,2,,112,139,27,36,95,14,27,5,,,2,,,,,,,567,https://cataloniavotes.today/img/1812/47bbf692-8ef9-49c6-9580-362093dadd7f.jpg
1813,4307401001C,1,BAIX PENEDES,2,3,169,201,35,46,79,9,27,4,,,1,,,,,,,655,https://cataloniavotes.today/img/1813/07f01a88-3ab6-40a6-8485-af6bd436dc73.jpg
1814,4307901001U,1,BAIX PENEDES,1,1,84,126,11,22,32,8,12,1,,,1,,,,,,,351,https://cataloniavotes.today/img/1814/1755125a-2efd-4baa-9a38-080001987259.jpg
1815,4309001001A,0,BAIX PENEDES,1,1,88,46,14,67,141,21,18,3,,,,,,,,,,549,https://cataloniavotes.today/img/1815/dc775e1b-4b28-4fcb-bf49-5bab11e7c27f.jpg
1816,4309001001B,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,549,
1817,4313701001A,1,BAIX PENEDES,5,2,152,99,21,52,126,11,24,5,,,,,,,,,,591,https://cataloniavotes.today/imgs/1817/9776f8fe-5f6d-4a03-90d1-99d726968edd.jpg
1818,4313701001B,1,BAIX PENEDES,6,2,97,118,12,61,140,7,31,9,,,2,,,,,,,586,https://cataloniavotes.today/img/1818/799f5b62-05f3-491f-ba87-2d080c14d177.jpg
1819,4313701001C,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,696,https://cataloniavotes.today/img/1819/787b32bf-cf8b-4deb-a093-4c288d28498a.jpg
1820,4314001001A,0,BAIX PENEDES,2,4,163,134,31,104,176,15,48,1,,,1,,,,,,,787,https://cataloniavotes.today/img/1820/efc4b036-97a4-47f6-82f1-7752d38a60b4.jpg
1821,4314001001B,1,BAIX PENEDES,1,,35,36,3,36,63,7,17,3,,,2,,,,,,,268,https://cataloniavotes.today/img/1821/cdd3b8d4-deb8-45ff-aba1-4cabbbacda52.jpg
1822,4314001002A,0,BAIX PENEDES,5,5,87,32,8,79,251,28,29,3,,,3,,,,,,,687,https://cataloniavotes.today/img/1822/89aa279f-055a-4e3c-8eed-48cc9f7c7e27.jpg
1823,4314001002B,0,BAIX PENEDES,3,4,76,39,13,96,241,32,41,11,,,1,,,,,,,687,https://cataloniavotes.today/img/1823/2fadc947-47f5-428b-9416-d60691e195a3.jpg
1824,4316301001A,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,444,
1825,4316301001B,0,BAIX PENEDES,,1,89,114,13,46,108,14,9,3,,,,,,,,,,506,https://cataloniavotes.today/img/1825/8c6df6cf-d57a-40f9-b235-a9619654d138.jpg
1826,4316301002A,1,BAIX PENEDES,1,3,94,86,23,45,74,14,15,1,,,,,,,,,,464,https://cataloniavotes.today/img/1826/e4abcda9-4cde-4881-8569-249fc4d07c85.jpg
1827,4316301002B,1,BAIX PENEDES,1,5,79,104,27,42,77,11,25,1,,,,,,,,,,495,https://cataloniavotes.today/img/1827/dcde4269-7f8c-46fd-8136-e35a32d28eee.jpg
1828,4316301003A,0,BAIX PENEDES,3,,101,67,13,72,178,17,41,8,,,,,,,,,,626,https://cataloniavotes.today/img/1828/47e61f2f-61a6-4d3d-8b3c-cf0be73ab59d.jpg
1829,4316301003B,0,BAIX PENEDES,1,2,120,90,15,84,154,20,43,9,,,1,,,,,,,655,
1830,4316302001A,1,BAIX PENEDES,,,75,82,12,46,78,9,14,3,,,,,,,,,,413,https://cataloniavotes.today/img/1830/5af8c7cf-4149-449a-b7db-9618425c732e.jpg
1831,4316302001B,0,BAIX PENEDES,,3,72,78,20,42,82,7,14,1,,,,,,,,,,405,https://cataloniavotes.today/img/1831/c58e1b22-8db6-48b3-bfe3-5cbcc45db912.jpg
1832,4316302002A,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,653,https://cataloniavotes.today/img/1832/3396b30b-0025-4938-95aa-4fc1cd097403.jpg
1833,4316302002B,1,BAIX PENEDES,7,2,113,123,22,67,130,20,21,7,,,1,,,,,,,704,https://cataloniavotes.today/img/1833/7b319943-59b4-4355-be0d-1a11361974e8.jpg
1834,4316302003A,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,556,
1835,4316302003B,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,537,
1836,4316302003C,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,523,
1837,4316302004A,1,BAIX PENEDES,3,2,105,95,18,68,219,19,40,7,,,4,,,,,,,804,https://cataloniavotes.today/img/1837/1fce8a63-58ce-48bb-9dce-d761946b42d7.jpg
1838,4316302004B,1,BAIX PENEDES,7,1,114,98,13,86,179,25,32,10,,,1,,,,,,,788,https://cataloniavotes.today/img/1838/ec007f3d-4f05-475f-9240-008b6d62900e.jpg
1839,4316302005A,0,BAIX PENEDES,2,1,97,54,7,70,147,24,35,5,,,1,,,,,,,571,
1840,4316302005B,0,BAIX PENEDES,3,1,87,40,5,66,220,27,36,7,,,1,,,,,,,635,
1841,4316302005C,0,BAIX PENEDES,1,1,103,54,7,82,202,29,31,6,,,1,,,,,,,655,
1842,4316303001A,1,BAIX PENEDES,2,4,97,69,25,51,115,20,28,5,,,1,,,,,,,551,https://cataloniavotes.today/img/1842/2d305a1e-235f-44db-974b-4039f6ed1657.jpg
1843,4316303001B,0,BAIX PENEDES,2,2,105,85,35,65,113,19,31,,,,1,,,,,,,559,https://cataloniavotes.today/img/1843/b6a7c1d1-308f-430f-bb96-a2fd5366c59e.jpg
1844,4316303002A,0,BAIX PENEDES,2,,107,74,19,84,210,32,41,17,,,4,,,,,,,806,
1845,4316303002B,0,BAIX PENEDES,5,2,108,77,19,94,202,31,32,8,,,2,,,,,,,784,https://cataloniavotes.today/img/1845/ac46ff5a-233c-491e-8324-2f007dc61943.jpg
1846,4316303003A,0,BAIX PENEDES,,,,,,,,,,,,,,,,,,,,670,
1847,4316303003B,1,BAIX PENEDES,4,1,84,89,13,63,130,23,29,8,,,,,,,,,,,https://cataloniavotes.today/img/1847/7f34c893-9ceb-47b2-a96d-49e376593903.jpg
1848,4316303004A,0,BAIX PENEDES,4,2,89,46,9,68,184,18,53,4,,,,,,,,,,625,https://cataloniavotes.today/img/1848/a9906bb5-f32f-4aa7-a6b2-9f4991a99cd1.JPG
1849,4316303004B,0,BAIX PENEDES,3,4,86,43,14,73,185,15,49,7,,,,,,,,,,607,https://cataloniavotes.today/img/1849/c5e29222-8ff4-40aa-86d3-2124bb9d8a84.jpg
1850,4316303005A,1,BAIX PENEDES,2,2,76,71,18,54,95,9,23,2,,,1,,,,,,,448,https://cataloniavotes.today/img/1850/d42d54e6-ec35-4bed-aa6e-14e65be1741c.jpg
