IDMESA,CodiMesa,MesaTancada,COMARCA,VNULS,VBLANCS,VERC,VJXC,VCUP,VPSC,VCS,VPPC,VCOM,VPACMA,VDIALEG,VPUMJUST,VRECORTES,VFAMILIA,VDN,VPFIV,VCONVER,VUNIDOS,VCILUS,CENS,ACTA
1532,0822101007A,1,BAIX LLOBREGAT,,4,127,122,24,68,150,16,36,4,,,,,,,,,,657,https://cataloniavotes.today/img/1532/18e9e9a5-537a-4fe9-ba4c-6bef3f78f3a1.jpg
1533,0822101007B,1,BAIX LLOBREGAT,1,2,134,140,18,97,180,39,43,8,,,,,,,,,,777,https://cataloniavotes.today/img/1533/e9aea117-5508-466d-8d8a-77fd736ca5d9.jpg
1534,0822101008A,0,BAIX LLOBREGAT,,2,84,85,35,65,57,7,38,2,,,1,,,,,,,430,https://cataloniavotes.today/img/1534/57c5970c-32a3-4f66-8ab0-270c63b2bdc6.jpg
1535,0822101008B,0,BAIX LLOBREGAT,1,,117,106,34,77,83,7,47,3,,,1,,,,,,,539,https://cataloniavotes.today/img/1535/37fb5e93-924c-4a2c-8be8-d6a18254555a.jpg
1536,0822101009A,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,782,
1537,0822101009B,1,BAIX LLOBREGAT,1,3,143,72,28,89,153,13,77,7,,,1,,,,,,,634,https://cataloniavotes.today/img/1537/53cce199-6350-40a6-981a-5a49c2eef34a.jpg
1538,0826301001U,1,BAIX LLOBREGAT,1,1,224,47,20,78,169,15,37,5,,,,,,,,,,660,https://cataloniavotes.today/imgs/1538/8efccc25-5acf-47f6-8f88-e24936422022.jpg
1539,0826301002A,0,BAIX LLOBREGAT,,8,229,69,17,83,156,13,32,3,,,2,,,,,,,693,https://cataloniavotes.today/img/1539/76a2b686-a7e5-4dbe-9858-7163ecb6a366.jpg
1540,0826301002B,0,BAIX LLOBREGAT,3,6,259,86,8,76,140,26,33,8,,,1,,,,,,,743,https://cataloniavotes.today/img/1540/e87e2180-b82c-4d18-8a3a-07689690ec13.jpg
1541,0826301003A,0,BAIX LLOBREGAT,3,2,132,52,13,53,98,10,30,1,,,,,,,,,,455,
1542,0826301003B,1,BAIX LLOBREGAT,4,3,184,52,13,44,123,15,33,1,,,2,,,,,,,552,https://cataloniavotes.today/imgs/1542/003128d6-d516-49bd-8b72-f6f19f84cff8.jpg
1543,0826301004A,0,BAIX LLOBREGAT,2,3,156,36,16,88,177,17,42,6,,,2,,,,,,,671,
1544,0826301004B,0,BAIX LLOBREGAT,4,3,187,35,12,102,223,14,55,7,,,1,,,,,,,759,
1545,0826301005A,1,BAIX LLOBREGAT,2,5,150,44,7,78,158,15,44,1,,,,,,,,,,606,https://cataloniavotes.today/imgs/1545/038b8a20-d2ff-4318-b350-2fb5cc7cb9e0.jpg
1546,0826301005B,1,BAIX LLOBREGAT,3,1,141,38,11,87,163,13,40,9,,,1,,,,,,,607,https://cataloniavotes.today/img/1546/ab737a5a-95b8-46da-8360-b12bfae6cfdf.jpg
1547,0826301006A,0,BAIX LLOBREGAT,1,,44,9,1,50,106,10,19,6,,,1,,,,,,,296,https://cataloniavotes.today/img/1547/4c9a7abc-6be7-4c7d-9094-f3c9699c55ae.jpg
1548,0826301006B,1,BAIX LLOBREGAT,1,1,73,14,2,53,133,17,22,6,,,1,,,,,,,380,https://cataloniavotes.today/imgs/1548/442d7155-3b97-44f3-80ac-b65d521b3831.jpg
1549,0826301007A,1,BAIX LLOBREGAT,1,5,146,24,14,108,158,12,43,4,,,1,,,,,,,645,HTTP ERROR
1550,0826301007B,1,BAIX LLOBREGAT,2,3,147,29,11,116,200,12,40,5,,1,2,,,,,,,667,https://cataloniavotes.today/img/1550/dda48130-f656-4090-b633-5e6b0e071590.jpg
1551,0826301008U,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,816,
1552,0826301009U,1,BAIX LLOBREGAT,1,,86,17,4,105,198,38,25,6,,,,,,,,,,565,https://cataloniavotes.today/img/1552/2d75374a-d4e5-42f9-8a80-814a7ea1aee6.jpg
1553,0826301010A,0,BAIX LLOBREGAT,2,5,116,27,7,67,94,67,25,4,,,1,,,,,,,439,
1554,0826301010B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,519,
1555,0826301011A,1,BAIX LLOBREGAT,,3,113,28,6,66,143,16,22,2,,,,,,,,,,463,https://cataloniavotes.today/img/1555/e379230c-c000-4da6-80e1-085f913a2d01.jpg
1556,0826301011B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,569,https://cataloniavotes.today/img/1556/b6c30c3e-ad37-4b99-b21d-e84778bf3911.jpg
1557,0826301012U,1,BAIX LLOBREGAT,2,4,97,8,4,93,184,23,56,3,,,1,,,,,,,618,https://cataloniavotes.today/imgs/1557/00c54be0-5091-41e0-99d5-60d47b1e8b4c.jpg
1558,0826302001A,1,BAIX LLOBREGAT,,,32,7,8,42,90,5,6,2,,,1,,,,,,,256,https://cataloniavotes.today/img/1558/5e05e63c-cbc4-4ae5-a31e-e356180155ac.jpg
1559,0826302001B,0,BAIX LLOBREGAT,2,2,106,16,8,141,222,17,49,1,,,,,,,,,,256,https://cataloniavotes.today/img/1559/57e9bcfa-d22c-4364-a665-28318495272c.jpg
1560,0826302002A,0,BAIX LLOBREGAT,1,,63,10,3,77,172,7,20,1,,,2,,,,,,,260,https://cataloniavotes.today/img/1560/066e007e-9509-4906-b76c-5b3923ba9a0d.jpg
1561,0826302002B,0,BAIX LLOBREGAT,1,,106,16,8,141,222,17,49,1,,,,,,,,,,698,https://cataloniavotes.today/img/1561/4af8b2e5-17c4-47ae-912a-c655efeea784.jpg
1562,0826302003A,0,BAIX LLOBREGAT,4,7,116,12,12,140,278,19,55,10,,,3,,,,,,,819,https://cataloniavotes.today/img/1562/7c1afd5c-abb5-4c4f-bef0-6ab3f991f92b.jpg
1563,0826302003B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,472,
1564,0826303001A,1,BAIX LLOBREGAT,4,2,107,11,11,101,215,31,53,6,,,1,,,,,,,681,https://cataloniavotes.today/img/1564/aa478360-9f60-4b35-8057-b11e526d8b91.jpg
1565,0826303001B,0,BAIX LLOBREGAT,,2,109,18,13,98,261,13,39,4,,,5,,,,,,,730,https://cataloniavotes.today/img/1565/f11216c3-f169-4533-bfad-8a2418e740d8.jpg
1566,0826303002A,0,BAIX LLOBREGAT,3,3,107,16,4,94,196,18,46,8,,,2,,,,,,,632,https://cataloniavotes.today/img/1566/cc2a8211-299e-4b8c-894e-bf07e566692b.jpg
1567,0826303002B,0,BAIX LLOBREGAT,5,3,109,16,18,83,270,27,55,6,,,,,,,,,,734,https://cataloniavotes.today/img/1567/b6297920-356f-4b2f-bdd0-a37484c93120.jpg
1568,0826304001A,1,BAIX LLOBREGAT,2,5,152,24,10,79,198,10,64,3,,,2,,,,,,,655,https://cataloniavotes.today/img/1568/0a1f06aa-0323-49d1-a77d-075a10149970.jpg
1569,0826304001B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,718,
1570,0826304002A,1,BAIX LLOBREGAT,2,2,73,20,3,53,136,10,30,3,,,1,,,,,,,457,https://cataloniavotes.today/imgs/1570/15a05e88-fc5f-463c-bd6f-0ad5a32d2ee6.jpg
1571,0826304002B,1,BAIX LLOBREGAT,3,2,231,53,12,81,223,32,57,9,,,4,,,,,,,886,https://cataloniavotes.today/img/1571/b6e05ce2-b916-4505-85eb-6ad6aa14bbab.jpg
1572,0826304003A,0,BAIX LLOBREGAT,,1,102,23,4,45,103,16,23,4,,,1,,,,,,,380,https://cataloniavotes.today/img/1572/26135f36-f988-417b-8de9-63bce810811e.jpg
1573,0826304003B,1,BAIX LLOBREGAT,,2,139,22,6,58,120,20,40,5,,,1,,,,,,,488,https://cataloniavotes.today/img/1573/224d277a-f311-459d-8b31-034c4fabba41.jpg
1574,0824401001A,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,503,https://cataloniavotes.today/img/1574/38f61b87-58d2-44e3-b24c-f2ef00bcd7a8.jpg
1575,0824401001B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,576,
1576,0824401001C,1,BAIX LLOBREGAT,,,152,118,23,63,98,14,46,4,,,1,,,,,,,608,https://cataloniavotes.today/img/1576/cb19d8af-37fc-4170-88f7-7f862c9e2843.jpg
1577,0824401002U,0,BAIX LLOBREGAT,1,2,183,122,54,42,59,7,44,2,,,2,,,,,,,601,
1578,0824401003A,1,BAIX LLOBREGAT,1,1,106,60,21,82,119,8,77,4,,,1,,,,,,,527,https://cataloniavotes.today/img/1578/c0a424b5-65d6-4539-b793-24130477b220.jpg
1579,0824401003B,1,BAIX LLOBREGAT,5,4,141,60,15,112,173,9,89,4,,,2,,,,,,,681,https://cataloniavotes.today/img/1579/03994304-35a9-4f6f-ad4b-3693f6220dd9.jpg
1580,0824401003C,0,BAIX LLOBREGAT,2,4,118,49,12,86,129,11,81,6,,,2,,,,,,,560,https://cataloniavotes.today/img/1580/9518a4e2-fc0f-4e3e-9da2-8ee986c14a6c.jpg
1581,0824401004A,0,BAIX LLOBREGAT,1,2,120,77,16,72,159,29,61,8,,,3,,,,,,,651,https://cataloniavotes.today/img/1581/4f8370f2-02e3-453c-bb39-00e618e2d727.JPG
1582,0824401004B,0,BAIX LLOBREGAT,1,3,134,73,25,73,177,26,57,6,,,2,,,,,,,686,
1583,0824401005U,1,BAIX LLOBREGAT,4,,97,65,11,84,155,12,38,7,,,3,,,,,,,548,https://cataloniavotes.today/imgs/1583/ef94c1a3-39f8-4dc4-b6dc-6e008d1b8039.jpg
1584,0828901001A,1,BAIX LLOBREGAT,,,129,86,37,29,50,4,25,1,,,1,,,,,,,418,https://cataloniavotes.today/img/1584/461ebeaa-67a5-4336-8dc0-71882c9ace87.jpg
1585,0828901001B,1,BAIX LLOBREGAT,1,2,173,131,48,49,65,5,25,1,,,,,,,,,,578,https://cataloniavotes.today/img/1585/11177a5d-d13d-416e-8315-6f245283d18f.jpg
1586,0828901002A,1,BAIX LLOBREGAT,2,1,131,90,27,57,93,8,39,2,,,,,,,,,,538,https://cataloniavotes.today/img/1586/8c9456b2-efc5-4184-9a98-eb84f47c551c.jpg
1587,0828901002B,1,BAIX LLOBREGAT,,,151,83,26,59,116,9,46,5,,,,,,,,,,596,https://cataloniavotes.today/imgs/1587/df470de4-d036-4e18-a6b0-c72fe6666aa1.jpg
1588,0828901003A,1,BAIX LLOBREGAT,1,3,192,90,22,73,154,6,58,8,,,1,,,,,,,705,https://cataloniavotes.today/imgs/1588/6343ecd8-f518-4418-a565-c82d616d4348.jpg
1589,0828901003B,1,BAIX LLOBREGAT,1,2,181,99,29,68,147,12,43,4,,,2,,,,,,,676,https://cataloniavotes.today/img/1589/9cd10505-95f1-4381-b4d4-67b737bf13f6.jpg
1590,0828901004A,1,BAIX LLOBREGAT,2,4,113,87,23,23,28,4,38,1,,,1,,,,,,,370,https://cataloniavotes.today/img/1590/1a56e5ff-04a6-4ead-9110-e96dfe90bb41.jpg
1591,0828901004B,1,BAIX LLOBREGAT,4,1,138,110,41,35,57,5,26,,,,3,,,,,,,484,https://cataloniavotes.today/img/1591/f11bca50-ff72-40f8-82d2-dd1aae6611fa.jpg
1592,0829501001A,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,622,
1593,0829501001B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,634,
1594,0829501001C,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,640,
1595,0829501002A,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,577,
1596,0829501002B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,595,
1597,0829501002C,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,572,
1598,0829501003A,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,664,
1599,0829501003B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,674,
1600,0829501004U,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,808,
1601,0829501005U,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,876,
1602,0829501006A,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,657,
1603,0829501006B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,755,
1604,0829501007A,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,603,
1605,0829501007B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,739,
1606,0829501007C,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,621,
1607,0829501008U,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,961,
1608,0830101001U,0,BAIX LLOBREGAT,10,2,95,46,14,191,255,37,65,11,,,5,,,,,,,972,https://cataloniavotes.today/img/1608/0daf5ca3-705b-4399-abfa-d6924968b747.jpg
1609,0830101002A,0,BAIX LLOBREGAT,2,3,114,46,15,145,281,29,73,10,,,6,,,,,,,887,https://cataloniavotes.today/img/1609/e3526c54-c1d0-4afa-a981-07b5bd948e91.jpg
1610,0830101002B,0,BAIX LLOBREGAT,4,2,119,69,17,151,281,34,78,10,,,1,,,,,,,974,
1611,0830101003A,1,BAIX LLOBREGAT,4,,82,49,11,101,182,16,45,7,,,2,,,,,,,575,https://cataloniavotes.today/img/1611/f4598642-fae6-4724-bcb6-c6e353e4515c.jpg
1612,0830101003B,1,BAIX LLOBREGAT,,2,100,52,13,139,222,27,76,10,,,3,,,,,,,730,https://cataloniavotes.today/img/1612/cb630587-edb9-4493-be2d-9cc2c5298daf.jpg
1613,0830101004A,1,BAIX LLOBREGAT,,2,97,35,10,104,187,26,56,8,,,1,,,,,,,621,https://cataloniavotes.today/img/1613/ce71c7a4-a7f1-4b78-b0f8-acbfc8608824.jpg
1614,0830101004B,0,BAIX LLOBREGAT,,1,104,43,9,105,208,33,69,6,,,,,,,,,,683,https://cataloniavotes.today/img/1614/47ecc8fe-0e08-40b5-b8bf-c76061605d67.jpg
1615,0830101005U,1,BAIX LLOBREGAT,,,117,101,21,85,146,17,34,,,,,,,,,,,638,https://drive.google.com/open?id=1UThNy3XP_hrP1r_--uy4knZ3V5xLMNYP
1616,0830101006A,1,BAIX LLOBREGAT,,,69,41,16,103,157,21,49,,,,,,,,,,,572,https://drive.google.com/open?id=1EQEz9v5Ipj8uHjD4v43Z0O4l74vqDNFg
1617,0830101006B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,680,
1618,0830101007A,1,BAIX LLOBREGAT,,,73,59,10,78,99,14,32,,,,,,,,,,,469,HTTP ERROR
1619,0830101007B,1,BAIX LLOBREGAT,,,69,62,13,79,115,10,33,,,,,,,,,,,462,HTTP ERROR
1620,0830101008U,0,BAIX LLOBREGAT,3,,136,87,28,162,235,40,66,12,,,1,,,,,,,927,https://cataloniavotes.today/img/1620/8f29caf6-2ac7-4e9c-be74-c3dbb7b424f5.jpg
1621,0830101009U,0,BAIX LLOBREGAT,2,1,120,84,14,145,283,38,64,14,,,2,,,,,,,928,https://cataloniavotes.today/img/1621/27ec0483-14df-43f8-b8f6-583a386c7065.jpg
1622,0830101010A,0,BAIX LLOBREGAT,3,,52,32,6,92,131,17,31,7,,,1,,,,,,,455,https://cataloniavotes.today/img/1622/9db94726-e725-44e5-b4fd-983162fca0e7.jpg
1623,0830101010B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,518,
1624,0830101011A,1,BAIX LLOBREGAT,1,,85,67,15,91,150,19,39,11,,,2,,,,,,,579,https://cataloniavotes.today/img/1624/75a56253-d16b-4f76-84fb-c0c1d21aac47.jpg
1625,0830101011B,1,BAIX LLOBREGAT,2,5,115,79,12,86,154,24,57,1,,,4,,,,,,,624,https://cataloniavotes.today/img/1625/20a81037-1a9c-44fc-a3f6-f1a94b37a967.jpg
1626,0830101012U,0,BAIX LLOBREGAT,4,6,104,47,15,148,243,30,69,9,,,2,,,,,,,793,https://cataloniavotes.today/img/1626/47b9c54b-6798-42ff-8383-9d0ae9170d4f.jpg
1627,0830101013U,1,BAIX LLOBREGAT,3,5,141,57,23,185,288,32,121,16,,,4,,,,,,,991,https://cataloniavotes.today/img/1627/828c5d03-500f-4aae-b4f6-b1d47dc027c3.jpg
1628,0830101014A,0,BAIX LLOBREGAT,2,5,118,57,15,126,204,21,72,3,,,5,,,,,,,756,https://cataloniavotes.today/img/1628/ebc1fe2e-21c8-47c9-8e8a-d9be0e3c4e4f.jpg
1629,0830101014B,0,BAIX LLOBREGAT,1,4,112,32,16,152,265,23,84,11,,,4,,,,,,,838,https://cataloniavotes.today/img/1629/30730112-d942-4072-8b6a-8b3236037169.jpg
1630,0830101015U,0,BAIX LLOBREGAT,3,1,63,53,16,75,139,18,43,9,,,1,,,,,,,543,https://cataloniavotes.today/img/1630/a9564874-fa40-40b3-b49a-43fd23ebc946.jpg
1631,0830101016A,0,BAIX LLOBREGAT,1,3,99,32,6,100,185,7,69,3,,,3,,,,,,,553,https://cataloniavotes.today/img/1631/89392566-2321-4a88-9ddb-039041618109.jpg
1632,0830101016B,0,BAIX LLOBREGAT,1,2,77,30,6,113,209,12,63,5,,,4,,,,,,,571,https://cataloniavotes.today/img/1632/92c7d128-d972-453a-a3ef-ea823aeb4bc7.jpg
1633,0830102001A,0,BAIX LLOBREGAT,,4,34,16,10,77,122,16,39,2,,,1,,,,,,,433,https://cataloniavotes.today/img/1633/610b39e4-cb94-4afc-a8c3-da69288b9d29.jpg
1634,0830102001B,0,BAIX LLOBREGAT,,,54,25,10,103,154,10,45,2,,,,,,,,,,433,https://cataloniavotes.today/img/1634/5ff313cd-1883-4b79-b0b3-024d1d3367a6.jpg
1635,0830102002A,0,BAIX LLOBREGAT,2,3,50,28,8,88,153,22,31,4,,,1,,,,,,,520,https://cataloniavotes.today/img/1635/92bb16f8-a015-43ad-8c08-45daada5ecb2.jpg
1636,0830102002B,0,BAIX LLOBREGAT,1,2,54,28,5,77,199,18,41,8,,,3,,,,,,,559,https://cataloniavotes.today/img/1636/e467e769-6ed3-4905-98a8-6a15f5c49cb7.jpg
1637,0830102003A,0,BAIX LLOBREGAT,,4,87,51,8,135,243,36,68,10,,,3,,,,,,,749,https://cataloniavotes.today/img/1637/a48e50b7-a21c-44c7-a078-110363593bce.jpg
1638,0830102003B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,848,
1639,0830102004U,0,BAIX LLOBREGAT,3,3,69,25,9,197,266,30,65,13,,1,1,,,,,,,822,https://cataloniavotes.today/img/1639/4edc08a1-fd46-4afd-91fe-0ad16f36c0e2.jpg
1640,0830102005U,0,BAIX LLOBREGAT,11,2,84,60,9,137,273,39,49,5,,,2,,,,,,,829,https://cataloniavotes.today/img/1640/dca6a59f-1d60-4789-be17-b427cbf79aa5.jpg
1641,0830102006A,1,BAIX LLOBREGAT,1,1,44,14,4,106,151,16,36,8,,,1,,,,,,,488,https://cataloniavotes.today/img/1641/78058efa-d8d6-42bf-9e74-78ccdf49e3ea.jpg
1642,0830102006B,1,BAIX LLOBREGAT,2,2,33,13,6,152,163,23,46,8,,,2,,,,,,,573,https://cataloniavotes.today/img/1642/614b8b52-3184-409d-b1b3-f0e9e2326624.jpg
1643,0830102007A,1,BAIX LLOBREGAT,1,1,47,14,3,101,158,25,29,9,,1,2,,,,,,,502,https://cataloniavotes.today/imgs/1643/36e11c72-a632-404b-bd65-90c46d0f7e91.jpg
1644,0830102007B,0,BAIX LLOBREGAT,1,1,41,18,3,123,191,25,44,9,,1,1,,,,,,,560,
1645,0830102008A,1,BAIX LLOBREGAT,2,1,48,13,4,85,161,25,40,14,,1,1,,,,,,,456,https://drive.google.com/open?id=1CL5F08ZuTLgTFFRJRkj5Uu4blpU8-QGr
1646,0830102008B,0,BAIX LLOBREGAT,2,2,56,17,11,122,234,32,40,9,,1,1,,,,,,,611,
1647,0830102009A,1,BAIX LLOBREGAT,3,1,40,19,9,119,157,22,36,9,,,1,,,,,,,537,https://cataloniavotes.today/img/1647/6bf263bd-1c4c-48b5-89cc-ef9831e53fae.jpg
1648,0830102009B,1,BAIX LLOBREGAT,,4,37,26,7,122,179,25,41,9,,,3,,,,,,,567,https://cataloniavotes.today/img/1648/ebb69c42-d72c-4ee6-a6ca-b9bfa9162f28.jpg
1649,0830102010A,0,BAIX LLOBREGAT,,4,68,33,14,102,128,18,35,10,,,2,,,,,,,515,https://cataloniavotes.today/img/1649/e796701b-18c3-47dc-af68-31a859ac346f.jpg
1650,0830102010B,0,BAIX LLOBREGAT,1,5,66,27,15,112,193,19,46,6,,,6,,,,,,,638,https://cataloniavotes.today/img/1650/06844d0a-d78e-425e-a8ea-823adf855f5e.jpg
1651,0830102011U,0,BAIX LLOBREGAT,5,4,86,25,8,210,261,18,86,15,,,3,,,,,,,835,https://cataloniavotes.today/img/1651/17d1f525-9f06-48c6-8379-20fe259da792.jpg
1652,0830102012A,1,BAIX LLOBREGAT,,,39,16,10,111,133,14,48,7,,,,,,,,,,477,https://cataloniavotes.today/img/1652/9fc1853f-36db-419c-a48b-e07550fedb2c.jpg
1653,0830102012B,1,BAIX LLOBREGAT,1,6,61,18,11,114,159,20,53,8,,,1,,,,,,,559,https://cataloniavotes.today/img/1653/95beaaa2-218a-4e72-9300-a3b907676e68.jpg
1654,0830102013A,0,BAIX LLOBREGAT,1,2,56,16,7,103,159,12,44,6,,,,,,,,,,505,https://cataloniavotes.today/img/1654/a0e8250b-1969-49a4-b912-2b1eaed1b720.jpg
1655,0830102013B,0,BAIX LLOBREGAT,,4,74,35,10,94,211,25,36,14,,,,,,,,,,591,
1656,0830102014U,0,BAIX LLOBREGAT,2,3,94,27,10,139,280,21,64,9,,,1,,,,,,,796,https://cataloniavotes.today/img/1656/50d9784c-7678-44ae-a7d0-776597941584.jpg
1657,0830102015A,0,BAIX LLOBREGAT,1,3,62,26,8,135,244,25,54,14,,1,5,,,,,,,706,https://cataloniavotes.today/img/1657/78897267-d6a0-4d9e-9c97-b00744e15f08.jpg
1658,0830102015B,0,BAIX LLOBREGAT,1,5,58,25,16,167,248,21,67,10,,1,8,,,,,,,766,https://cataloniavotes.today/img/1658/438d6dcc-dd78-4f5a-a23f-12a76dee82a8.jpg
1659,0830102016A,0,BAIX LLOBREGAT,1,3,80,26,2,129,202,18,44,5,,,,,,,,,,583,https://cataloniavotes.today/img/1659/40542e8b-dca8-4245-92d4-157ccabe53ff.jpg
1660,0830102016B,0,BAIX LLOBREGAT,3,1,96,26,7,150,255,14,77,8,,,1,,,,,,,736,
1661,0830102017A,0,BAIX LLOBREGAT,1,1,78,24,12,133,176,23,62,11,,4,4,,,,,,,617,
1662,0830102017B,0,BAIX LLOBREGAT,2,2,91,46,8,135,200,15,66,6,,,6,,,,,,,702,
1663,0830102018U,0,BAIX LLOBREGAT,7,,38,15,3,115,227,28,32,2,,,,,,,,,,655,
1664,0830102019U,0,BAIX LLOBREGAT,,2,33,24,7,111,186,25,58,9,,,2,,,,,,,558,https://cataloniavotes.today/img/1664/c23e1d82-a029-4f4b-81e6-945f25d51d44.jpg
1665,0830102020A,0,BAIX LLOBREGAT,1,2,73,36,6,108,163,16,46,4,,,2,,,,,,,545,
1666,0830102020B,0,BAIX LLOBREGAT,2,,83,42,12,155,216,30,58,11,,,1,,,,,,,697,
1667,0830102021U,1,BAIX LLOBREGAT,4,1,80,32,17,187,308,30,81,8,,,2,,,,,,,892,https://cataloniavotes.today/img/1667/7e8c0f61-40e5-43d7-8a3c-eb0ee87ea576.jpg
1668,0830102022A,0,BAIX LLOBREGAT,2,3,67,27,7,142,181,18,49,2,,,2,,,,,,,588,https://cataloniavotes.today/img/1668/6c2f2c8d-e057-4265-bb13-2460a027b1ec.jpg
1669,0830102022B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,698,https://cataloniavotes.today/img/1669/78f66ef7-03a8-41e7-bf76-51141c588b75.jpg
1670,0830102023A,0,BAIX LLOBREGAT,1,3,64,46,10,49,144,26,31,4,,,1,,,,,,,455,https://cataloniavotes.today/img/1670/02fd0323-5381-4ed1-b452-1096ada77ff6.jpg
1671,0830102023B,0,BAIX LLOBREGAT,3,,56,46,15,60,146,29,29,3,,,1,,,,,,,472,https://cataloniavotes.today/img/1671/773c3234-fecd-4fe7-8662-aeb88d4ca223.jpg
1672,0830102024U,1,BAIX LLOBREGAT,2,1,79,25,5,119,282,51,51,7,,1,3,,,,,,,751,HTTP ERROR
1673,0830102025A,0,BAIX LLOBREGAT,,3,76,22,4,145,214,27,46,11,,,2,,,,,,,659,https://cataloniavotes.today/img/1673/d4dfceb8-548b-4559-a697-a333c0fb3c0c.jpg
1674,0830102025B,0,BAIX LLOBREGAT,2,4,88,32,7,153,253,29,68,15,,,,,,,,,,772,https://cataloniavotes.today/img/1674/6307997c-bafe-4584-bd37-22d2b31dd032.jpg
1675,0830102026A,1,BAIX LLOBREGAT,2,1,67,35,9,147,173,13,51,6,,1,2,,,,,,,588,HTTP ERROR
1676,0830102026B,1,BAIX LLOBREGAT,1,4,83,27,4,151,202,23,62,4,,1,6,,,,,,,648,HTTP ERROR
1677,0830102027U,0,BAIX LLOBREGAT,1,3,93,42,5,166,288,23,62,7,,,1,,,,,,,822,https://cataloniavotes.today/img/1677/e752134c-66e2-45c7-b301-6a2a7b1a966b.jpg
1678,0830102028U,0,BAIX LLOBREGAT,3,,141,64,7,152,302,28,94,7,,,3,,,,,,,856,
1679,0830102029A,1,BAIX LLOBREGAT,2,3,130,42,12,144,237,16,75,4,,,1,,,,,,,743,https://cataloniavotes.today/imgs/1679/d797410b-44b5-4357-8f7f-31616fd86597.jpg
1680,0830102029B,0,BAIX LLOBREGAT,,,,,,,,,,,,,,,,,,,,863,
1681,4300101001A,1,ALT CAMP,,,79,93,17,5,16,2,14,1,,,1,,,,,,,264,https://cataloniavotes.today/img/1681/95cf5008-bb60-4827-8c2d-fbe45ed82672.jpg
1682,4300101001B,0,ALT CAMP,3,,79,86,14,37,66,13,23,3,,,,,,,,,,418,
1683,4300501001A,1,ALT CAMP,,5,135,164,32,52,94,12,24,2,,,,,,,,,,627,https://cataloniavotes.today/img/1683/8b80eca8-0eae-4bf5-b40d-5f9d758dd759.jpg
1684,4300501001B,1,ALT CAMP,2,1,117,149,35,66,97,5,17,1,,,,,,,,,,589,https://cataloniavotes.today/img/1684/da250f83-ee56-4638-99cc-23c6ccac9724.jpg
1685,4300501001C,0,ALT CAMP,1,,170,158,34,56,120,13,20,9,,,,,,,,,,691,
1686,4300502001A,1,ALT CAMP,,1,103,154,38,26,104,25,21,4,,,,,,,,,,578,https://cataloniavotes.today/img/1686/e44472e9-68e8-4edc-a6af-0874c078b7df.jpg
1687,4300502001B,1,ALT CAMP,1,3,88,105,19,50,121,26,25,3,,,1,,,,,,,569,https://cataloniavotes.today/img/1687/3146552e-0798-4ac3-8972-d2ccc467ab54.jpg
1688,4300502001C,0,ALT CAMP,1,5,108,141,27,40,118,24,29,4,,,1,,,,,,,608,
1689,4300601001U,1,ALT CAMP,,,,,,,,,,,,,,,,,,,,665,https://cataloniavotes.today/img/1689/9ae7811e-6eeb-406a-83e9-47f2a032c663.jpg
1690,4301001001U,1,ALT CAMP,1,2,76,106,15,26,40,9,13,,,,1,,,,,,,320,https://cataloniavotes.today/img/1690/89cef547-0c71-4d35-8452-9fc5fd45e331.jpg
1691,4303401001U,1,ALT CAMP,2,3,127,144,13,28,58,21,12,3,,,,,,,,,,479,https://cataloniavotes.today/img/1691/44722d83-1c15-407d-94ac-d00cfe01752d.jpg
1692,4303601001A,0,ALT CAMP,3,3,85,96,20,31,80,3,16,3,,,,,,,,,,446,
